ID,Start time,Completion time,Email,Name,Last modified time,Question,Please select the appropriate consent statement below.,How do you usually ride your skateboard?,"With which foot forward do you do your highest ollies on a skateboard?
","When you skate an obstacle with transition like a bowl or a half-pipe, which foot forward feels most comfortable?
",What foot forward do you feel the most safe riding fast down a hill on a skateboard?,"When you snowboard, which foot forward do you feel most comfortable carving down the mountain with?
","When you surf, which foot forward do you feel most comfortable when you ride a wave?
",Almost all of my friends (more than 90%) share my same stance.,"One or more of my parents share my same stance when they skateboard, snowboard, and/or surf.
","My favorite skateboarder has the same stance as me.
","I started skateboarding with a different stance than the one I have now.
","In recent memory, I recall seeing skateboarding magazine ads or online posts in skate-
boarding, and I have tried to figure out what stance they are.","I have the same stance whether I skate any obstacle, snowboard any hill, or surf any wave.","Usually, when you write with a pen or pencil, which hand do you use?","Usually, when you throw a ball, which hand do you use?
","Which hand do you feel more control when swinging a hammer?
","Usually, when you kick a ball into a goal, which foot do you use?
","Usually, when you sweep a floor from the side, which foot seems more naturally in front?
","If you were to step on a guitar pedal, which foot would you use?
","To stand on a chair, which foot do you use to get up on the chair?
",Take a moment to test your preferred eye. 1) Stretch your arms out in front of you and 2) with your hands make an O shaped hole and 3) line up the O shaped hole to frame an object. Which eye do yo...,Take a moment to pinpoint an object in the distance and align your thumb over it. Which eye do you need to close to do so?,How many years have you been skateboarding,"In the last few years, how often do you skateboard?",What would your say your skateboarding expertise level is?,Gender:,Race (Mark ONLY one with which you MOST CLOSELY identify),Age,Ethnicity (Mark ONLY one with which you MOST CLOSELY identify):,Residence Locality (Mark ONLY one with which you CURRENTLY live),Identity Locality (Mark ONLY one with which you IDENTIFY as your home locality)
222,5/7/24 0:06:16,5/7/24 0:13:44,anonymous,,,5/7/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Strongly disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Left    ,Always  Left,11-20 years,Every other week,Advanced (I can occasionally land complex tricks),Man,More than one race,26-35,Hispanic or Latino,South America;,South America;
223,5/7/24 1:51:33,5/7/24 1:55:26,anonymous,,,,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always  Left,Always Right    ,Both Equally    ,Left    ,Always  Left,20+ years,Yearly,Intermediate (I can occasionally land simple tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
224,5/7/24 2:23:59,5/7/24 2:29:51,anonymous,,,5/7/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Always  Left,Always  Left,I do not surf enough to know,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Always Right    ,Mostly Right    ,Always Right    ,Both Equally    ,Mostly Left    ,Mostly Left    ,Mostly Right    ,Left    ,Mostly Left    ,3-5 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
225,5/7/24 9:01:37,5/7/24 9:07:21,anonymous,,,,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Agree,Disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Always  Left,Right    ,Always  Left,1-2 years,Weekly,Intermediate (I can occasionally land simple tricks),Man,White,20 and under,Not Hispanic or Latino,Europe;,Europe;
226,5/7/24 9:03:56,5/7/24 9:08:53,anonymous,,,5/7/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Always Right    ,Always Right    ,Right    ,Mostly Left    ,20+ years,Monthly,Intermediate (I can occasionally land simple tricks),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
227,5/7/24 10:36:40,5/7/24 10:48:27,anonymous,,,7/31/1990,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Strongly disagree,I do not know,Agree,Agree,Agree,Agree,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Mostly Left    ,Left    ,Always  Left,1-2 years,Weekly,Intermediate (I can occasionally land simple tricks),Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
228,5/7/24 12:29:26,5/7/24 12:33:36,anonymous,,,5/7/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Neutral,I do not know,Disagree,Strongly disagree,Neutral,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Right    ,Always Right    ,3-5 years,Weekly,Advanced (I can occasionally land complex tricks),Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
229,5/7/24 15:48:16,5/7/24 15:51:53,anonymous,,,5/7/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Agree,Strongly disagree,Neutral,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Right    ,Always Right    ,3-5 years,Seasonal (summer),Intermediate (I can occasionally land simple tricks),Woman,White,21-25,Not Hispanic or Latino,North America;,North America;
230,5/8/24 15:07:03,5/8/24 15:20:17,anonymous,,,5/8/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Neither,Always Right    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
231,5/9/24 13:19:33,5/9/24 13:24:53,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Left    ,Mostly Right    ,Neither,Mostly Right    ,11-20 years,Daily,Advanced (I can occasionally land complex tricks),Man,More than one race,21-25,Unknown or not reported,North America;,North America;
232,5/9/24 13:23:37,5/9/24 13:26:57,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Always Right    ,Right    ,Always Right    ,11-20 years,Daily,Expert (I can consistently land complex tricks),Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
233,5/9/24 13:27:15,5/9/24 13:33:21,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Mostly Left    ,Both Equally    ,I do not surf enough to know,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Agree,Neutral,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Both Equally    ,Mostly Left    ,Mostly Left    ,Left    ,Mostly Left    ,5-10 years,Weekly,Expert (I can consistently land complex tricks),Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
234,5/9/24 13:29:20,5/9/24 13:33:26,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Always  Left,Mostly Left    ,I do not surf enough to know,Neutral,Disagree,Agree,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Left    ,Both Equally    ,Mostly Left    ,Right    ,Always  Left,3-5 years,Weekly,Intermediate (I can occasionally land simple tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
235,5/9/24 13:31:24,5/9/24 13:35:38,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,I do not surf enough to know,Neutral,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Right    ,Always Right    ,11-20 years,Every other week,Intermediate (I can occasionally land simple tricks),Man,Asian,26-35,Not Hispanic or Latino,North America;,North America;
236,5/9/24 13:47:09,5/9/24 13:50:16,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,I do not surf enough to know,Strongly disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always  Left,Always  Left,Mostly Right    ,Mostly Left    ,Both Equally    ,Mostly Right    ,Mostly Left    ,Neither,Both Equally    ,11-20 years,Daily,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
237,5/9/24 13:51:59,5/9/24 13:56:35,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Left    ,Both Equally    ,20+ years,Weekly,Intermediate (I can occasionally land simple tricks),Man,White,36-45,Not Hispanic or Latino,North America;,North America;
238,5/9/24 14:16:13,5/9/24 14:23:14,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Both Equally    ,I do not surf enough to know,Neutral,I do not know,Strongly disagree,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Right    ,Always  Left,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,36-45,Not Hispanic or Latino,North America;,North America;
239,5/9/24 14:19:02,5/9/24 14:23:40,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Neutral,I do not know,Agree,Disagree,Neutral,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Always Right    ,Mostly Right    ,Left    ,Mostly Left    ,5-10 years,Weekly,Intermediate (I can occasionally land simple tricks),Woman,More than one race,26-35,Hispanic or Latino,North America;,North America;
240,5/9/24 14:19:54,5/9/24 14:23:58,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Mostly Left    ,Both Equally    ,I do not surf enough to know,Neutral,I do not know,Neutral,Strongly disagree,Disagree,Disagree,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Left    ,Both Equally    ,Both Equally    ,Left    ,Always Right    ,11-20 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,21-25,Unknown or not reported,North America;,North America;
241,5/9/24 14:29:26,5/9/24 14:33:54,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",I do not skateboard enough to know,I do not skateboard enough to know,Always  Left,Always  Left,I do not surf enough to know,Agree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Strongly disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Left    ,Mostly Right    ,Less than a year,Never,Novice (I can push around),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
242,5/9/24 14:33:51,5/9/24 14:38:07,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,Always  Left,Strongly disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Both Equally    ,Mostly Left    ,Right    ,Mostly Left    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
243,5/9/24 14:41:37,5/9/24 14:50:17,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Agree,Agree,Neutral,Agree,Agree,Agree,Always  Left,Always  Left,Always  Left,Always Right    ,Mostly Right    ,Mostly Right    ,Always Right    ,Left    ,Always  Left,20+ years,Weekly,Intermediate (I can occasionally land simple tricks),Man,Asian,26-35,Not Hispanic or Latino,North America;,North America;
244,5/9/24 15:36:22,5/9/24 15:41:26,anonymous,,,5/9/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Neither,Mostly Left    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,Unknown or not reported,36-45,Hispanic or Latino,North America;,North America;
